lon,lat,name
-9.046396737,53.26854366,Galway
 -8.319167,51.830278,Ringaskiddy
-6.334800074,52.25539617,Rosslare
-6.198940688,53.34829661,Dublin
-5.89023178,54.62600309,Belfast
-9.418897,52.605125,Moneypoint
-7.032502,52.265368,Waterford
-6.336686,53.717486,Drogheda
-6.131534,54.033959,Greenore
-8.439659,54.628587,Killybegs
-9.561009,53.267599,Rossaveal
-6.033021,52.981225,Wicklow
